Time,Mean1,Mean2
16322.1651,0.8865925125267878,0.7603984306287603
16332.1725,0.8839120603646775,0.7570700931880082
16342.18,0.8814268650105903,0.7539367178645349
16352.1874,0.8791446088305034,0.7510218844424179
16362.1949,0.8770989146237561,0.7483674511327614
16372.2024,0.8753369223987526,0.7460240725304262
16382.2098,0.8739004302266536,0.7440600823751119
16392.2173,0.872851305816408,0.7425697798147802
16402.2247,0.8722925043015222,0.7416809379676189
16412.2322,0.8723376284440159,0.7415271971926441
16422.2396,0.8731166993298036,0.742247720665089
16432.2471,0.8748248396282756,0.7440344240013441
16442.2546,0.8777211771310816,0.7471771338252076
16452.262,0.8821197383259459,0.7520817907725917
16462.2695,0.8884392015462113,0.7592500371763817
16472.2769,0.8971888966353891,0.7692026768798803
16482.2844,0.9087290764786149,0.7822215917093578
16492.2919,0.9229662360513249,0.7980982311531785
16502.2993,0.9393545474639429,0.8162057886365426
16512.3068,0.9571928418205293,0.8357864568985759
16522.3142,0.9758277632250753,0.8561518493748761
16532.3217,0.9947123323125276,0.8767345602459437
16542.3292,1.0134251543056787,0.8970884343745269
16552.3366,1.031653233174159,0.9168738840170129
16562.3441,1.0491600049678311,0.9358127369727167
16572.3515,1.0657526188879178,0.9536951940705106
16582.359,1.081298266900825,0.9704012832823665
16592.3664,1.095725463113685,0.9858491799246711
16602.3739,1.109006807342932,1.0000028793723246
16612.3814,1.1211562660191454,1.012889415853526
16622.3888,1.1322241106249862,1.0245436906760277
16632.3963,1.1422740385728114,1.0349828250355042
16642.4037,1.1513474910652823,1.0442531656599856
16652.4112,1.1594563060773095,1.052433017700403
16662.4187,1.1666379795830921,1.0595840860166263
16672.4261,1.1729481076619879,1.0657258478880551
16682.4336,1.1784231573920916,1.0708869037019402
16692.441,1.1831204211099076,1.0751218014763766
16702.4485,1.1871134053164547,1.0784999315390775
16712.4559,1.1904465306874474,1.0811138230100155
16722.4634,1.1931378186168282,1.0830190430799587
16732.4709,1.1951992581213777,1.0842165119218345
16742.4783,1.1966439752087799,1.0847044159320267
16752.4858,1.197472008968434,1.0844777773345027
16762.4932,1.1976993940783338,1.0835628609309378
16772.5007,1.1973741434494511,1.0820287614220672
16782.5082,1.1965321238063304,1.079905439089083
16792.5156,1.1951919161870368,1.077204117692746
16802.5231,1.1933915296888749,1.073950552181692
16812.5305,1.191147022816284,1.0701652385697045
16822.538,1.188424502269,1.065885018130407
16832.5455,1.1852116866417295,1.0611324195770278
16842.5529,1.1815392327630367,1.0559324639170387
16852.5604,1.177446164629761,1.0503242964934023
16862.5678,1.1729793176396266,1.0443502668264815
16872.5753,1.168207669409262,1.038083088740834
16882.5827,1.163189249016732,1.031585111821827
16892.5902,1.1579296390711091,1.0248769362026748
16902.5977,1.1524163848848998,1.0179392060754575
16912.6051,1.146656144891704,1.0107621015411643
16922.6126,1.1406777883382577,1.0033884115097034
16932.62,1.1345297581527234,0.9958623962799429
16942.6275,1.1282474651563836,0.9882096483551631
16952.635,1.1218614930672215,0.9804777315305799
16962.6424,1.1154125351105604,0.9727185927251548
16972.6499,1.1089344201403308,0.9649440471798187
16982.6573,1.1024433377937706,0.9571500702870183
16992.6648,1.0959434085078386,0.9493531434989375
17002.6722,1.089433558530144,0.9415698438108174
17012.6797,1.0829217738840753,0.9338158640217152
17022.6872,1.076437881266217,0.9261220062711362
17032.6946,1.0700064512228329,0.9185116934359598
17042.7021,1.0636307377764802,0.9109985227947185
17052.7095,1.057341103797362,0.9036062607465629
17062.717,1.0511644975520065,0.8963517343927203
17072.7245,1.045085522593558,0.8892240091553312
17082.7319,1.0390849730287268,0.8822084218615354
17092.7394,1.033167097216964,0.8753164911088288
17102.7468,1.027351215652026,0.8685480111112406
17112.7543,1.0216456043941442,0.8619163777271854
17122.7618,1.0160624534248268,0.8554423381706266
17132.7692,1.0106086237116805,0.8491073192064097
17142.7767,1.0052601107649755,0.8429028609701088
17152.7841,1.0000221222664247,0.836847251502846
17162.7916,0.9949264681753901,0.8309661823581047
17172.799,0.9899644854348547,0.8252620832517326
17182.8065,0.985108764687468,0.8197145984783916
17192.814,0.9803690560163887,0.8142933594037236
17202.8214,0.9757716499903414,0.8089681804372192
17212.8289,0.971308657409744,0.8037651986186994
17222.8363,0.9669582390763344,0.7987288082912007
17232.8438,0.9627252833179285,0.7938590039426014
17242.8513,0.9586254742771113,0.7891279659053825
17252.8587,0.9546534586393514,0.7845180004357378
17262.8662,0.9507935086859218,0.7800311789109193
17272.8736,0.9470436337169567,0.7756672932378943
17282.8811,0.9434086354160421,0.7714150087719845
17292.8886,0.9398906860581443,0.7672687008063587
17302.896,0.9364945740198887,0.7632460011744499
17312.9035,0.9332150214627805,0.759352604397178
17322.9109,0.9300290617605201,0.7555793009849667
17332.9184,0.9269323396776763,0.7519320245436224
17342.9258,0.9239422735835265,0.7484061644830028
17352.9333,0.921076585432027,0.7449822977024895
17362.9408,0.9183462399977231,0.7416569900732847
17372.9482,0.91573023088577,0.7384383162933494
17382.9557,0.9132115681189666,0.7353225704428489
17392.9631,0.9107943386891633,0.7323053462117033
17402.9706,0.9084781646843819,0.7293915084794992
17412.9781,0.9062675837349347,0.7265881116200277
17422.9855,0.9041565337088334,0.7239043212252659
17432.993,0.9021458572320475,0.7213415604706048
17443.0004,0.9002713111051616,0.7189087213223567
